id,Requirement,Name of Doc,Req/Not Req
2525,NPAC SMS NMS shall use SNMP to detect link outages.,npac.doc,Req
2526,NPAC SMS shall ensure proper rule checking on data update.,npac.doc,Req
2527,NPAC SMS shall handle duplicate/multiple inputs.,npac.doc,Req
2528,NPAC SMS shall check return status.,npac.doc,Req
2529,NPAC SMS shall validate inputs for reasonable values.,npac.doc,Req
2530,NPAC SMS shall ensure proper serialization of update transactions.,npac.doc,Req
2531,NPAC SMS shall include database integrity checking utilities for the NPAC SMS database.,npac.doc,Req
2532,"NPAC SMS shall generate a security audit log that contains information sufficient for after the fact investigation of loss or impropriety for appropriate response, including pursuit of legal remedies.",npac.doc,Req
2533,NPAC SMS shall ensure that the security audit data is available on‑line for a minimum of 90 days.,npac.doc,Req
2534,NPAC SMS shall archive the security audit data off‑line for a minimum of two years.,npac.doc,Req
2535,"NPAC SMS shall ensure that the user‑identification associated with any NPAC SMS request or activity is maintained, so that the initiating user can be traceable.",npac.doc,Req
2536,NPAC SMS shall protect the security audit log from unauthorized access.,npac.doc,Req
2537,NPAC SMS shall ensure that only authorized NPAC personnel can archive and delete any or all of the security audit log(s) as part of the archival process.,npac.doc,Req
2538,NPAC SMS shall ensure that the security audit control mechanisms are protected from unauthorized access.,npac.doc,Req
2539,NPAC SMS shall write a record to the security audit log for each invalid user authentication attempt.,npac.doc,Req
2540,NPAC SMS shall write a record to the security audit log for logins of NPAC users.,npac.doc,Req
2541,NPAC SMS shall write a record to the security audit log for security-controlled activities of NPAC users.,npac.doc,Req
2542,NPAC SMS shall write a record to the security audit log for unauthorized data access attempts.,npac.doc,Req
2543,NPAC SMS shall write a record to the security audit log for unauthorized NPAC SMS transaction functionality access attempts.,npac.doc,Req
2544,NPAC SMS shall ensure that NPAC audit capability cannot be disabled.,npac.doc,Req
2545,"NPAC SMS shall ensure that for each recorded event, the audit log contains the following: Date and time of the event, User identification including relevant connection information, Type of event, Name of resources accessed or function performed,  Success or failure of the event.",npac.doc,Req
2546,NPAC SMS shall record actual or attempted logins in audit logs after an NPAC‑tunable parameter threshold of consecutive login failures.,npac.doc,Req
2547,NPAC SMS shall provide post‑collection audit analysis tools that can produce exception reports on items relating to system intrusions.,npac.doc,Req
2548,NPAC SMS shall provide post‑collection audit analysis tools that can produce exception reports on users relating to system intrusions.,npac.doc,Req
2549,NPAC SMS shall provide post‑collection audit analysis tools that can produce exception reports on communication failures relating to system intrusions.,npac.doc,Req
2550,NPAC SMS shall provide post‑collection audit analysis tools that can produce summary reports on data items relating to system intrusions.,npac.doc,Req
2551,NPAC SMS shall provide post‑collection audit analysis tools that can produce summary reports on users relating to system intrusions.,npac.doc,Req
2552,NPAC SMS shall provide post‑collection audit analysis tools that can produce summary reports on communication failures relating to system intrusions.,npac.doc,Req
2553,NPAC SMS shall provide post‑collection audit analysis tools that can produce detailed reports on data items relating to system intrusions.,npac.doc,Req
2554,NPAC SMS shall provide post‑collection audit analysis tools that can produce detailed reports on users relating to system intrusions.,npac.doc,Req
2555,NPAC SMS shall provide post‑collection audit analysis tools that can produce detailed reports on communication failures relating to system intrusions.,npac.doc,Req
2556,"NPAC SMS shall provide a capability to review a summary of the actions of any one or more users, including other NPAC users, based on individual user identity.",npac.doc,Req
2557,NPAC SMS shall provide tools for the NPAC to monitor the message passing activities to and from a specific network address as they occur.,npac.doc,Req
2558,"NPAC SMS NMS shall provide a real-time mechanism to monitor the occurrence or accumulation of security auditable events. Where possible, NPAC SMS shall determine and execute the least disruptive action to terminate the event.",npac.doc,Req
2559,NPAC SMS NMS shall notify the NPAC personnel immediately when security event thresholds are exceeded through the SNMP agent.,npac.doc,Req
2560,"NPAC SMS shall ensure that no service provider action, either deliberate or accidental, should cause the system to be unavailable to other users.",npac.doc,Req
2561,"NPAC SMS shall report conditions that would degrade service below a pre‑specified minimum, including high memory, CPU, network traffic, and disk space utilization.",npac.doc,Req
2562,NPAC SMS shall provide procedures or mechanisms to allow recovery after a system failure without a security compromise.,npac.doc,Req
2563,NPAC SMS shall have documented procedures for software backup.,npac.doc,Req
2564,NPAC SMS shall have documented procedures for data backup.,npac.doc,Req
2565,NPAC SMS shall have documented procedures for software restoration.,npac.doc,Req
2566,NPAC SMS shall have documented procedures for data restoration.,npac.doc,Req
2567,NPAC SMS shall record the exact revision number of the latest software installed.,npac.doc,Req
2568,"NPAC SMS shall display for viewing the exact revision number of the latest software via a Web bulletin board, and also through the NPA Administrative and NPAC SOA Low-tech Interfaces upon completion of the user login sequence.",npac.doc,Req
2569,NPAC SMS shall be developed using a corporate policy governing the development of software.,npac.doc,Req
2570,"NPAC SMS shall not support any mode of entry into NPAC SMS for maintenance, support, or operations that would violate or bypass any security procedures.",npac.doc,Req
2571,"NPAC SMS shall document any mode of entry into the SMS for maintenance, support, or operations.",npac.doc,Req
2572,"Attacks against the NPAC SMS may be perpetrated in order to achieve any of the following: Denial of service to a customer by placing wrong translation information in the SMS, Denial of service to a customer by preventing a valid message from reaching the SMS, Disrupting a carrier’s operations by having numerous spurious calls (to users who are not clients of that carrier) directed to that carrier, Switching customers to various carriers without their consent, Disrupting the functioning of the NPAC SMS by swamping it with spurious messages.",npac.doc,Req
2573,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support Authentication (at association setup).,npac.doc,Req
2574,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support data origin authentication for each incoming message.,npac.doc,Req
2575,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support detection of replay.,npac.doc,Req
2576,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support detection of message deletion.,npac.doc,Req
2577,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support detection of message modification.,npac.doc,Req
2578,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support detection of message delay.,npac.doc,Req
2579,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall support non‑repudiation of origin.,npac.doc,Req
2580,"SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall allow only authorized parties (i.e., carriers serving a given customer) to cause changes in the NPAC SMS database.",npac.doc,Req
2581,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall use a public key crypto system (PKCS) to provide digital signatures. Since there is no requirement for confidentiality service there is no need for any additional encryption algorithms.,npac.doc,Req
2582,"NPAC SMS shall support one of the digital signature algorithms listed in the OIW Stable Implementation Agreement, Part 12, 1995.",npac.doc,Req
2583,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall require the size of the modulus of each key to be at least 600 bits for RSA encryption.,npac.doc,Req
2584,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall apply the digital signature algorithm to the fields specified below without any separators between those fields or any other additional characters.,npac.doc,Req
2585,"SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall provide authentication consisting of the following: The unique identity of the sender, The Generalized Time, corresponding to the issuance of the message, A sequence number,  A key identifier,  The digital signature of the sender’s identity, Generalized Time and sequence number listed above, Key list ID.",npac.doc,Req
2586,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall convey the authenticator in the CMIP access control field.,npac.doc,Req
2587,SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface shall ensure that every subsequent CMIP message that contains the access control field carries the authenticator.,npac.doc,Req
